241|"325612"|"289284"|"18934961"
241|"325613"|"289284"|"18934962"
13|"325609"|"289283"|"18934957"
13|"325612"|"289283"|"18934958"
13|"325613"|"289283"|"18934959"
8|"325609"|"289282"|"18934954"
8|"325612"|"289282"|"18934955"
8|"325613"|"289282"|"18934956"
17|"325610"|"289281"|"18935123"
17|"325612"|"289281"|"18935124"
17|"325613"|"289281"|"18935125"
229|"325609"|"289280"|"18934951"
229|"325612"|"289280"|"18934952"
229|"325613"|"289280"|"18934953"
475|"325610"|"289279"|"18935162"
475|"325612"|"289279"|"18935163"
475|"325613"|"289279"|"18935164"
58|"325610"|"289278"|"18935159"
58|"325612"|"289278"|"18935160"
58|"325613"|"289278"|"18935161"
88|"325610"|"289277"|"18935120"
88|"325612"|"289277"|"18935121"
88|"325613"|"289277"|"18935122"
59|"325610"|"289276"|"18935117"
59|"325612"|"289276"|"18935118"
59|"325613"|"289276"|"18935119"
94|"325610"|"289275"|"18935114"
94|"325612"|"289275"|"18935115"
94|"325613"|"289275"|"18935116"
81|"325609"|"289274"|"18934948"
81|"325612"|"289274"|"18934949"
81|"325613"|"289274"|"18934950"
92|"325609"|"289273"|"18934944"
39|"325611"|"289273"|"18934945"
131|"325612"|"289273"|"18934946"
131|"325613"|"289273"|"18934947"
40|"325611"|"289272"|"18934941"
40|"325612"|"289272"|"18934942"
40|"325613"|"289272"|"18934943"
603|"325609"|"289271"|"18935110"
67|"325611"|"289271"|"18935111"
670|"325612"|"289271"|"18935112"
670|"325613"|"289271"|"18935113"
27|"325609"|"289270"|"18934938"
27|"325612"|"289270"|"18934939"
27|"325613"|"289270"|"18934940"
352|"325610"|"289269"|"18935107"
352|"325612"|"289269"|"18935108"
352|"325613"|"289269"|"18935109"
214|"325610"|"289268"|"18935104"
214|"325612"|"289268"|"18935105"
214|"325613"|"289268"|"18935106"
79|"325610"|"289267"|"18935101"
79|"325612"|"289267"|"18935102"
79|"325613"|"289267"|"18935103"
148|"325609"|"289266"|"18934935"
148|"325612"|"289266"|"18934936"
148|"325613"|"289266"|"18934937"
39|"325609"|"289265"|"18934932"
39|"325612"|"289265"|"18934933"
39|"325613"|"289265"|"18934934"
56|"325609"|"289264"|"18934929"
56|"325612"|"289264"|"18934930"
56|"325613"|"289264"|"18934931"
604|"325609"|"289263"|"18934926"
604|"325612"|"289263"|"18934927"
604|"325613"|"289263"|"18934928"
432|"325609"|"289262"|"18934923"
432|"325612"|"289262"|"18934924"
432|"325613"|"289262"|"18934925"
63|"325609"|"289261"|"18934920"
63|"325612"|"289261"|"18934921"
63|"325613"|"289261"|"18934922"
304|"325609"|"289260"|"18934917"
304|"325612"|"289260"|"18934918"
304|"325613"|"289260"|"18934919"
75|"325609"|"289259"|"18934914"
75|"325612"|"289259"|"18934915"
75|"325613"|"289259"|"18934916"
54|"325609"|"289258"|"18934911"
54|"325612"|"289258"|"18934912"
54|"325613"|"289258"|"18934913"
22|"325609"|"289257"|"18934908"
22|"325612"|"289257"|"18934909"
22|"325613"|"289257"|"18934910"
139|"325609"|"289256"|"18934905"
139|"325612"|"289256"|"18934906"
139|"325613"|"289256"|"18934907"
152|"325609"|"289255"|"18934902"
152|"325612"|"289255"|"18934903"
152|"325613"|"289255"|"18934904"
57|"325609"|"289254"|"18934899"
57|"325612"|"289254"|"18934900"
57|"325613"|"289254"|"18934901"
18|"325609"|"289253"|"18935086"
18|"325612"|"289253"|"18935087"
18|"325613"|"289253"|"18935088"
121|"325611"|"289252"|"18934896"
121|"325612"|"289252"|"18934897"
121|"325613"|"289252"|"18934898"
285|"325611"|"289251"|"18934893"
285|"325612"|"289251"|"18934894"
285|"325613"|"289251"|"18934895"
586|"325609"|"289250"|"18934889"
146|"325611"|"289250"|"18934890"
732|"325612"|"289250"|"18934891"
732|"325613"|"289250"|"18934892"
193|"325609"|"289249"|"18934885"
129|"325611"|"289249"|"18934886"
322|"325612"|"289249"|"18934887"
322|"325613"|"289249"|"18934888"
328|"325609"|"289248"|"18934881"
219|"325611"|"289248"|"18934882"
547|"325612"|"289248"|"18934883"
547|"325613"|"289248"|"18934884"
782|"325609"|"289247"|"18934877"
521|"325611"|"289247"|"18934878"
1303|"325612"|"289247"|"18934879"
1303|"325613"|"289247"|"18934880"
2147|"325609"|"289246"|"18934873"
537|"325611"|"289246"|"18934874"
2684|"325612"|"289246"|"18934875"
2684|"325613"|"289246"|"18934876"
129|"325611"|"289245"|"18934870"
129|"325612"|"289245"|"18934871"
129|"325613"|"289245"|"18934872"
211|"325609"|"289244"|"18934866"
53|"325611"|"289244"|"18934867"
264|"325612"|"289244"|"18934868"
264|"325613"|"289244"|"18934869"
84|"325611"|"289243"|"18934863"
84|"325612"|"289243"|"18934864"
84|"325613"|"289243"|"18934865"
396|"325611"|"289242"|"18934860"
396|"325612"|"289242"|"18934861"
396|"325613"|"289242"|"18934862"
374|"325611"|"289241"|"18934857"
374|"325612"|"289241"|"18934858"
374|"325613"|"289241"|"18934859"
145|"325609"|"289240"|"18934854"
145|"325612"|"289240"|"18934855"
145|"325613"|"289240"|"18934856"
415|"325609"|"289239"|"18934851"
415|"325612"|"289239"|"18934852"
415|"325613"|"289239"|"18934853"
413|"325611"|"289238"|"18934848"
413|"325612"|"289238"|"18934849"
413|"325613"|"289238"|"18934850"
49|"325609"|"289237"|"18934845"
49|"325612"|"289237"|"18934846"
49|"325613"|"289237"|"18934847"
122|"325610"|"289236"|"18935098"
122|"325612"|"289236"|"18935099"
122|"325613"|"289236"|"18935100"
776|"325610"|"289235"|"18935095"
776|"325612"|"289235"|"18935096"
776|"325613"|"289235"|"18935097"
1165|"325610"|"289234"|"18935092"
1165|"325612"|"289234"|"18935093"
1165|"325613"|"289234"|"18935094"
31|"325609"|"289233"|"18934842"
31|"325612"|"289233"|"18934843"
31|"325613"|"289233"|"18934844"
21|"325609"|"289232"|"18934839"
21|"325612"|"289232"|"18934840"
21|"325613"|"289232"|"18934841"
230|"325609"|"289231"|"18934835"
26|"325611"|"289231"|"18934836"
256|"325612"|"289231"|"18934837"
256|"325613"|"289231"|"18934838"
75|"325609"|"289230"|"18934831"
74|"325611"|"289230"|"18934832"
149|"325612"|"289230"|"18934833"
149|"325613"|"289230"|"18934834"
36|"325611"|"289229"|"18934828"
36|"325612"|"289229"|"18934829"
36|"325613"|"289229"|"18934830"
156|"325611"|"289228"|"18934825"
156|"325612"|"289228"|"18934826"
156|"325613"|"289228"|"18934827"
156|"325611"|"289227"|"18934822"
156|"325612"|"289227"|"18934823"
156|"325613"|"289227"|"18934824"
376|"325611"|"289226"|"18934819"
376|"325612"|"289226"|"18934820"
376|"325613"|"289226"|"18934821"
4|"325611"|"289224"|"18934816"
4|"325612"|"289224"|"18934817"
4|"325613"|"289224"|"18934818"
347|"325611"|"289223"|"18934813"
347|"325612"|"289223"|"18934814"
347|"325613"|"289223"|"18934815"
107|"325609"|"289222"|"18934809"
160|"325611"|"289222"|"18934810"
267|"325612"|"289222"|"18934811"
267|"325613"|"289222"|"18934812"
553|"325609"|"289221"|"18934805"
2210|"325611"|"289221"|"18934806"
2763|"325612"|"289221"|"18934807"
2763|"325613"|"289221"|"18934808"
