"GM"|Yes|"39878421"|"75535792"
"ML"|No |"39878421"|"75535793"
"SM"|No |"39878421"|"75535794"
"CL"|Yes|"39878422"|"75535795"
"CL-ML"|No |"39878422"|"75535796"
"GC"|No |"39878422"|"75535797"
"SC-SM"|No |"39878422"|"75535798"
"CL"|Yes|"39878423"|"75535799"
"ML"|No |"39878423"|"75535800"
"OL"|No |"39878423"|"75535801"
"CL"|Yes|"39878424"|"75535802"
"GC"|No |"39878424"|"75535803"
"SC"|No |"39878424"|"75535804"
"ML"|Yes|"39878425"|"75535805"
"SM"|No |"39878425"|"75535806"
"SM"|Yes|"39878426"|"75535807"
"ML"|No |"39878427"|"75535808"
"SM"|Yes|"39878427"|"75535809"
"ML"|No |"39878428"|"75535810"
"SM"|Yes|"39878428"|"75535811"
"ML"|Yes|"39878429"|"75535812"
"SM"|No |"39878429"|"75535813"
"ML"|No |"39878430"|"75535814"
"SM"|Yes|"39878430"|"75535815"
"ML"|No |"39878431"|"75535816"
"SM"|Yes|"39878431"|"75535817"
"SM"|Yes|"39878432"|"75535818"
"CL"|No |"39878433"|"75535819"
"ML"|No |"39878433"|"75535820"
"SM"|No |"39878433"|"75535821"
"CL-ML"|Yes|"39878433"|"75535822"
"GM"|No |"39878434"|"75535823"
"GP"|Yes|"39878434"|"75535824"
"SM"|No |"39878434"|"75535825"
"SP"|No |"39878434"|"75535826"
"CL"|No |"39878435"|"75535827"
"GC"|No |"39878435"|"75535828"
"ML"|No |"39878435"|"75535829"
"SM"|No |"39878435"|"75535830"
"CL-ML"|Yes|"39878435"|"75535831"
"CL"|No |"39878436"|"75535832"
"CL-ML"|No |"39878436"|"75535833"
"ML"|Yes|"39878436"|"75535834"
"OL"|No |"39878436"|"75535835"
"CH"|Yes|"39878437"|"75535836"
"CL"|No |"39878437"|"75535837"
"CH"|Yes|"39878438"|"75535838"
"CL"|No |"39878438"|"75535839"
"CH"|Yes|"39878439"|"75535840"
"CL"|No |"39878439"|"75535841"
"CH"|Yes|"39878440"|"75535842"
"CL"|No |"39878440"|"75535843"
"CH"|Yes|"39878441"|"75535844"
"CL"|No |"39878441"|"75535845"
"CH"|Yes|"39878442"|"75535846"
"CL"|No |"39878442"|"75535847"
"CL"|No |"39878443"|"75535848"
"CL-ML"|No |"39878443"|"75535849"
"ML"|Yes|"39878443"|"75535850"
"OL"|No |"39878443"|"75535851"
"SM"|No |"39878444"|"75535852"
"ML"|Yes|"39878444"|"75535853"
"ML"|No |"39878445"|"75535854"
"SM"|Yes|"39878445"|"75535855"
